text,label
escape/flight,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
flight from police,Escape/Flight
flight from police,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
escaped from lawful custody,Escape/Flight
attempt to run from a police officer,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
evaded law enforcement near a busy apartment,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
escape/flight,Escape/Flight
ran away from apartment to evade arrest,Escape/Flight
charged with evading arrest or detention,Escape/Flight
escape or flight,Escape/Flight
ran away from main street to evade arrest,Escape/Flight
indicted for evading arrest or detention,Escape/Flight
ran away from main street to evade arrest,Escape/Flight
escaped from lawful custody,Escape/Flight
accused of running from police,Escape/Flight
evaded law enforcement near a busy parking lot,Escape/Flight
indicted for running from police,Escape/Flight
slipped out of custody during a fight at the station,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
escape/flight,Escape/Flight
escaped from lawful custody,Escape/Flight
flight from police,Escape/Flight
attempt to run from a police officer,Escape/Flight
evaded law enforcement near a busy apartment,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
attempt to run from a police officer,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
ran away from officers,Escape/Flight
charged with evading arrest or detention,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempt to run from a police officer,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
under suspicion of running from police,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
ran away from parking lot to evade arrest,Escape/Flight
slipped out of custody during a heated argument at the station,Escape/Flight
escape or flight,Escape/Flight
ran away from main street to evade arrest,Escape/Flight
escape or flight,Escape/Flight
accused of running from police,Escape/Flight
flight from police,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
under suspicion of running from police,Escape/Flight
accused of evading arrest or detention,Escape/Flight
indicted for running from police,Escape/Flight
charged with running from police,Escape/Flight
slipped out of custody during a scuffle at the station,Escape/Flight
attempt to run from a police officer,Escape/Flight
flight from police,Escape/Flight
escape or flight,Escape/Flight
attempt to run from a police officer,Escape/Flight
escape/flight,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
flight from police,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
accused of evading arrest or detention,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
escape or flight,Escape/Flight
slipped out of custody during a scuffle at the station,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
arrested for running from police,Escape/Flight
escape or flight,Escape/Flight
attempt to run from a police officer,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
evaded law enforcement near a busy public park,Escape/Flight
escape or flight,Escape/Flight
escape/flight,Escape/Flight
escaped from lawful custody,Escape/Flight
broke free from jail or detention,Escape/Flight
attempt to run from a police officer,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
flight from police,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
escape or flight,Escape/Flight
escaped from lawful custody,Escape/Flight
arrested for evading arrest or detention,Escape/Flight
escaped from lawful custody,Escape/Flight
broke free from jail or detention,Escape/Flight
evaded law enforcement near a busy public park,Escape/Flight
escape/flight,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escape or flight,Escape/Flight
escape/flight,Escape/Flight
broke free from jail or detention,Escape/Flight
broke free from jail or detention,Escape/Flight
escaped from lawful custody,Escape/Flight
evaded law enforcement near a busy school zone,Escape/Flight
under suspicion of evading arrest or detention,Escape/Flight
accused of evading arrest or detention,Escape/Flight
charged with evading arrest or detention,Escape/Flight
broke free from jail or detention,Escape/Flight
fled following a traffic stop to avoid arrest,Escape/Flight
flight from police,Escape/Flight
arrested for evading arrest or detention,Escape/Flight
evaded law enforcement near a busy intersection,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
ran away from officers,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
escape or flight,Escape/Flight
accused of running from police,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
attempt to run from a police officer,Escape/Flight
escape/flight,Escape/Flight
ran away from downtown area to evade arrest,Escape/Flight
slipped out of custody during a fight at the station,Escape/Flight
escape/flight,Escape/Flight
escaped from lawful custody,Escape/Flight
escaped from lawful custody,Escape/Flight
flight from police,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
escape or flight,Escape/Flight
arrested for evading arrest or detention,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
broke free from jail or detention,Escape/Flight
evaded law enforcement near a busy busy area,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
attempt to run from a police officer,Escape/Flight
escaped from lawful custody,Escape/Flight
slipped out of custody during a altercation at the station,Escape/Flight
flight from police,Escape/Flight
escape/flight,Escape/Flight
attempted to escape while being transported in a police van,Escape/Flight
slipped out of custody during a scuffle at the station,Escape/Flight
ran away from officers,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
broke free from jail or detention,Escape/Flight
escape/flight,Escape/Flight
escaped from a courthouse before sentencing,Escape/Flight
evaded law enforcement near a busy shopping street,Escape/Flight
bolted from an officer while in handcuffs,Escape/Flight
indicted for evading arrest or detention,Escape/Flight
slipped out of custody during a heated exchange at the station,Escape/Flight
attempted to flee from police during an arrest,Escape/Flight
